source_id,paper_title,final_status,extraction_readiness,local_relpath,current_folder,notebook_present,local_present,local_file_exists,expected_folder_group,folder_status,local_presence_status
,Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Roff et al. - 2014 - Porites and the Phoenix effect unprecedented recovery after a mass coral bleaching event at Rangiro.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
33d2bc0d-ec51-4225-a216-bf74b34fa89d,Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Rotjan and Lewis - 2009 - Predators selectively graze reproductive structures in a clonal marine organism.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
6da70b1c-7428-4a76-904c-b69d981f2824,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
,Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
2059b598-335f-4890-8512-6e1f86fed557,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
8a06a65f-c6b4-427b-8157-52dd6f988da2,Sani et al. - 2024 - Ocean warming and acidification detrimentally affect coral tissue regeneration at a Mediterranean CO.pdf,duplicate_alias,not_for_extraction,,DUPLICATES,1,0,0,DUPLICATES,ok,ok
,Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
9d6998fc-caf1-4dbd-883f-ad9b9184d062,Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Shaver et al. - 2017 - Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
3b500dbd-57b5-46ab-83a1-bacffec122a8,Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Shirur et al. - 2016 - Lesion recovery and the bacterial microbiome in two Caribbean gorgonian corals.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
,Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
635d9cb2-270b-4bcc-b676-c84b81b0620b,Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2005 - Regeneration of artificial injuries on scleractinian corals and coralalgal competition for newly fo.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Titlyanov et al. - 2006 - Three stages of injuries regeneration on scleractinian corals.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
2cd850ba-5662-43f4-afba-0ed8cf21b77f,Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,exclude_review,not_for_extraction,literature/EXCLUDED_FINAL/Titlyanov and Titlyanova - 2008 - Coral-algal competition on damaged reefs.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
292bbd72-e4b1-422c-8fbb-5b3201d2cd0c,Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Titlyanov and Titlyanova - 2009 - The dynamics of the restoration of mechanical damage to colonies of the scleractinian coral Porites.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
347f789a-ef73-4089-aa77-0e46f2b2d196,Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Townsend et al. - 2023 - Differing lesion recovery rates of two Caribbean stony coral species across a shallow water to mesop.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,duplicate_alias,not_for_extraction,literature/DUPLICATES/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,DUPLICATES,0,1,1,DUPLICATES,ok,ok
4bbb3e36-0aa5-4900-b239-5002ab60869e,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,include_mechanism_only,not_for_extraction,literature/MECHANISMS_ONLY/Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the corals Pocillopora damicornis and Acropora hyacinth.pdf,MECHANISMS_ONLY,1,1,1,MECHANISMS_ONLY,ok,ok
52ab8446-3076-4c6b-84e1-6fcad1419ebf,Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,include_mechanism_only,not_for_extraction,literature/MECHANISMS_ONLY/Van De Water et al. - 2015 - Elevated seawater temperatures have a limited impact on the coral immune response following physical.pdf,MECHANISMS_ONLY,1,1,1,MECHANISMS_ONLY,ok,ok
f14968a0-2ca3-4c70-8902-48fef9e009ea,Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,include_mechanism_only,not_for_extraction,literature/MECHANISMS_ONLY/Van De Water et al. - 2015 - The coral immune response facilitates protection against microbes during tissue regeneration.pdf,MECHANISMS_ONLY,1,1,1,MECHANISMS_ONLY,ok,ok
2e76dce4-6cb4-46c0-b8c4-a1cc91b1578c,Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Van Veghel and Bak - 1994 - Reproductive characteristics of the polymorphic Caribbean reef building coral Montastrea annularis..pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
26d408bb-bf97-4b1a-8b59-a62f74d3d475,Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Van Woesik - 1998 - Lesion healing on massive Porites spp. corals.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
4fc235cc-a40d-405f-b8f5-2e7a160ba81d,Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Wahle - 1983 - Regeneration of injuries among jamaican gorgonians the roles of colony physiology and environment.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
6dffe94d-a664-4a6c-8daf-f25ecfa5b50d,"Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",include_primary,needs_digitization,"literature/META_ANALYSIS_POOL/Ward - 1995 - The effect of damage on the growth, reproduction and storage of lipids in the scleractinian coral Po.pdf",META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
32a1561c-9cd6-4e97-9287-c9e5eafafc22,Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Welsh et al. - 2015 - Clustered parrotfish feeding scars trigger partial coral mortality of massive Porites colonies on th.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
d48f4420-bee1-4bd3-95e6-7f646095131b,Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Wesseling et al. - 2001 - Partial Mortality in Porites Corals Variation among Philippine Reefs.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
1d237b2c-1d5d-479a-985a-bde3d28a4fce,Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Wolf and Nugues - 2013 - Synergistic effects of algal overgrowth and corallivory on Caribbean reef‐building corals.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
e7ee472d-e9fc-4023-a4ff-b860c0de5b21,Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,include_mechanism_only,not_for_extraction,literature/MECHANISMS_ONLY/Work and Aeby - 2010 - Wound repair in Montipora capitata.pdf,MECHANISMS_ONLY,1,1,1,MECHANISMS_ONLY,ok,ok
433e1015-ffac-46ef-ba6e-e4c132eac52b,Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,include_mechanism_only,not_for_extraction,literature/MECHANISMS_ONLY/Xu et al. - 2023 - Wound healing and regeneration in the reef building coral Acropora millepora.pdf,MECHANISMS_ONLY,1,1,1,MECHANISMS_ONLY,ok,ok
9cbae935-6259-4ba6-a2ec-44d3f3bc0902,Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Yap and Gomez - 1984 - Growth of Acropora pulchra II. Responses of natural and transplanted colonies to temperature and da.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
