source_id,title,type,url,normalized_title,in_screening_final,in_primary_covariates,in_all_source_covariates,in_all_response_source_index,in_rate_source_index,in_extraction_workplan,in_digitization_queue,in_any_source_table,dataset_table_count
f7c32e11-6c7f-40d9-bdc4-9779b2515ee9,Frank_2020_ThecolonialcnidarianHydractinia.pdf,pdf,,frank2020thecolonialcnidarianhydractiniapdf,0,0,0,0,0,0,0,0,0
0828ffa3-7ce3-4d0c-8101-5b3f44ded726,Fuller_2020_Acropora_millepora_genomic.pdf,pdf,,fuller2020acroporamilleporagenomicpdf,0,0,0,0,0,0,0,0,0
d9c94f19-8bd1-4d12-b7e2-d2962add9961,Furby_2014_Incidence_of_lesions_on_Fungiidae_corals_in_the_eastern_R..._doi-10.1016-j.marenvres.2014.04.002.pdf,pdf,,furby2014incidenceoflesionsonfungiidaecoralsintheeasternrdoi101016jmarenvres201404002pdf,1,0,1,0,0,0,0,1,8
9fcf39f5-d844-4fad-8390-f9baca04f9b4,Gierer_1972_RegenerationofHydrafromReaggregated.pdf,pdf,,gierer1972regenerationofhydrafromreaggregatedpdf,0,0,0,0,0,0,0,0,0
a804f684-51ae-477a-b8c6-7aae3d02e490,Gil_2013_Unitythroughnonlinearityaunimodalcor.pdf,pdf,,gil2013unitythroughnonlinearityaunimodalcorpdf,0,0,0,0,0,0,0,0,0
e42596c9-675d-4acb-a954-751085a816cd,Glynn_1980_Defensebysymbioticcrustaceaofhostc.pdf,pdf,,glynn1980defensebysymbioticcrustaceaofhostcpdf,0,0,0,0,0,0,0,0,0
984869a9-b946-48e5-90a8-d8d80bf13a19,Glynn_1986_FeedingbiologyofaHawaiianseastarc.pdf,pdf,,glynn1986feedingbiologyofahawaiianseastarcpdf,0,0,0,0,0,0,0,0,0
81ddde62-4aaf-4ae9-888c-9054a16b288d,Gold_2013_StemcellbiologyintheCnidariafound.pdf,pdf,,gold2013stemcellbiologyinthecnidariafoundpdf,0,0,0,0,0,0,0,0,0
6a14a9e9-da4e-425f-bf9d-59fa573487e1,Guzman_1994_Injury_regeneration_and_growth_of_Caribbean_reef_corals_a..._doi-10.3354-meps105231.pdf,pdf,,guzman1994injuryregenerationandgrowthofcaribbeanreefcoralsadoi103354meps105231pdf,1,1,1,1,1,1,0,1,28
e2191f69-a271-4c74-be4c-ebe977248362,Hall_1997_Interspecific_differences_in_the_regeneration_of_artificial..._doi-10.1016-s0022-0981_96_02760-8.pdf,pdf,,hall1997interspecificdifferencesintheregenerationofartificialdoi101016s0022098196027608pdf,1,1,1,1,1,1,1,1,31
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall_2001_The_response_of_Acropora_hyacinthus_and_Montipora_tuberc..._doi-10.1016-s0022-0981_01_00318-5.pdf,pdf,,hall2001theresponseofacroporahyacinthusandmontiporatubercdoi101016s0022098101003185pdf,1,1,1,1,1,1,1,1,38
eeb732a3-4e14-4290-a137-fde54f9ff10b,Hall_2001_TheresponseofAcroporahyacinthusand.pdf,pdf,,hall2001theresponseofacroporahyacinthusandpdf,0,0,0,0,0,0,0,0,0
33b7b9b2-9041-454b-bba3-abfadd68029f,Hall_2015_Lesion_recovery_of_two_scleractinian_corals_under_low_pH_c..._doi-10.1016-j.marpolbul.2015.08.030.pdf,pdf,,hall2015lesionrecoveryoftwoscleractiniancoralsunderlowphcdoi101016jmarpolbul201508030pdf,1,1,1,1,1,1,1,1,30
5f3c15a1-f224-465e-ac65-ffc6fbe762ec,Hall_2015_Lesionrecoveryoftwoscleractiniancor.pdf,pdf,,hall2015lesionrecoveryoftwoscleractiniancorpdf,0,0,0,0,0,0,0,0,0
2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,pdf,,hallinjuryandregenerationofcommonreefcrestcoralspdf,1,1,1,1,1,1,1,1,37
58b15640-3061-4ea9-a606-877701eef38c,Hamman_2019_Spatial_distribution_of_damage_affects_the_healing_growth_..._doi-10.1007-s00442-019-04509-7.pdf,pdf,,hamman2019spatialdistributionofdamageaffectsthehealinggrowthdoi101007s00442019045097pdf,1,1,1,1,1,1,1,1,33
da92c7b5-90a6-48e9-a3d2-259a6f48a6ad,Han_2025_In-depth_single-cell_transcriptomic_exploration_of_the_regen..._doi-10.1038-s42003-025-08089-6.pdf,pdf,,han2025indepthsinglecelltranscriptomicexplorationoftheregendoi101038s42003025080896pdf,1,0,1,0,0,1,0,1,8
609bfeca-c4c0-41d1-ba99-17dbd2241eba,Harborne_2017_MultipleStressorsandtheFunctioningo.pdf,pdf,,harborne2017multiplestressorsandthefunctioningopdf,0,0,0,0,0,0,0,0,0
d3d682ab-d2c9-497f-ab7f-8830f33e51ae,Harmelin-Vivien_1994_Theeffectsofstormsandcyclonesonco.pdf,pdf,,harmelinvivien1994theeffectsofstormsandcyclonesoncopdf,0,0,0,0,0,0,0,0,0
c635ac71-8d3d-45d5-ba6d-6ada7f34d106,Hay_2024_Amathematicalmodelforwoundhealingi.pdf,pdf,,hay2024amathematicalmodelforwoundhealingipdf,0,0,0,0,0,0,0,0,0
cb1f9bbe-6aa5-4797-9d01-731edf7e49f6,Henry_2005_Regeneration_from_Injury_and_Resource_Allocation_in_S..._doi-10.1002-iroh.200410759.pdf,pdf,,henry2005regenerationfrominjuryandresourceallocationinsdoi101002iroh200410759pdf,1,0,1,0,0,0,0,1,6
97325f3b-d98a-4677-8c5a-0363fc398714,Highsmith_1982_ReproductionbyFragmentationinCorals.pdf,pdf,,highsmith1982reproductionbyfragmentationincoralspdf,0,0,0,0,0,0,0,0,0
0ded3086-b937-43f3-a472-38b40d62919b,Hobmayer_2012_StemnessiniHydraiacurrentper.pdf,pdf,,hobmayer2012stemnessinihydraiacurrentperpdf,0,0,0,0,0,0,0,0,0
317d88df-4ec1-4bbd-886a-81fcdd36ca7d,Holbrook_2008_Effectsofshelteringfishongrowthof.pdf,pdf,,holbrook2008effectsofshelteringfishongrowthofpdf,0,0,0,0,0,0,0,0,0
9f047cc7-9af2-4b9f-91e7-31e708802625,Holstein_2003_CnidariansAnevolutionarilyconserved.pdf,pdf,,holstein2003cnidariansanevolutionarilyconservedpdf,0,0,0,0,0,0,0,0,0
65ccf3b6-92c0-416b-93ba-1cfd827b1ba1,Horricks_2019_Differential_protein_abundance_during_the_first_month_of_reg..._doi-10.1007-s00338-018-01754-9.pdf,pdf,,horricks2019differentialproteinabundanceduringthefirstmonthofregdoi101007s00338018017549pdf,1,1,1,1,1,1,0,1,28
5f4a560f-1449-4b1d-96ad-236a0da5fcb7,Horwitz_2014_High_CO2_detrimentally_affects_tissue_regeneration_of_Red..._doi-10.1007-s00338-014-1150-5.pdf,pdf,,horwitz2014highco2detrimentallyaffectstissueregenerationofreddoi101007s0033801411505pdf,1,1,1,1,1,1,1,1,30
9f7e1eba-2434-42bd-8b88-a9ee83e236ad,Houlbrèque_2009_HeterotrophyintropicalScleractinianc.pdf,pdf,,houlbreque2009heterotrophyintropicalscleractiniancpdf,0,0,0,0,0,0,0,0,0
51eee94b-6807-41db-81ef-1f479f644c46,Hughes_2017_Globalwarmingandrecurrentmassbleach.pdf,pdf,,hughes2017globalwarmingandrecurrentmassbleachpdf,0,0,0,0,0,0,0,0,0
bb03dcb7-bca9-4abe-831c-e55a03419bea,Hughes_2018_Spatialandtemporalpatternsofmassbl.pdf,pdf,,hughes2018spatialandtemporalpatternsofmassblpdf,0,0,0,0,0,0,0,0,0
f5c553c4-6413-4758-a505-6a6ae5f4b5ba,Hughes_2023_Principlesforcoralreefrestorationin.pdf,pdf,,hughes2023principlesforcoralreefrestorationinpdf,0,0,0,0,0,0,0,0,0
586216bb-828d-498e-b006-03caade92e8c,Jayewardene_2006_Fish_predation_on_Hawaiian_corals_doi-10.1007-s00338-006-0111-z.pdf,pdf,,jayewardene2006fishpredationonhawaiiancoralsdoi101007s003380060111zpdf,1,0,1,0,0,0,0,1,8
45fcfd8e-a2d2-4345-aec0-baeb03f883a4,Jayewardene_2009_Effects_of_frequent_fish_predation_on_corals_in_Hawaii_doi-10.1007-s00338-009-0475-y.pdf,pdf,,jayewardene2009effectsoffrequentfishpredationoncoralsinhawaiidoi101007s003380090475ypdf,1,1,1,1,0,1,1,1,30
4cc9b30b-9ed8-4123-82aa-2f182db391b7,Jayewardene_2010_Experimental_determination_of_the_cost_of_lesion_healing_on..._doi-10.1007-s00338-009-0560-2.pdf,pdf,,jayewardene2010experimentaldeterminationofthecostoflesionhealingondoi101007s0033800905602pdf,1,1,1,1,1,1,1,1,32
25b69d4e-602d-40e8-93a0-17ae973a2af5,Jones_2025_Evidence_of_rare_occurrences_of_the_Phoenix_effect_in_the..._doi-10.7717-peerj.19225.pdf,pdf,,jones2025evidenceofrareoccurrencesofthephoenixeffectinthedoi107717peerj19225pdf,1,0,1,0,0,0,0,1,7
acf00158-0890-4388-9a0e-da9194664ef6,Kaufman_2021_Thermal_history_influences_lesion_recovery_of_the_threatened..._doi-10.1007-s00338-020-02025-2.pdf,pdf,,kaufman2021thermalhistoryinfluenceslesionrecoveryofthethreateneddoi101007s00338020020252pdf,1,1,1,1,1,1,1,1,30
bc157775-6a45-4c5c-a760-6d3550b31229,Kersting_2019_Living_evidence_of_a_fossil_survival_strategy_raises_hope_fo..._doi-10.1126-sciadv.aax2950.pdf,pdf,,kersting2019livingevidenceofafossilsurvivalstrategyraiseshopefodoi101126sciadvaax2950pdf,1,0,1,0,0,0,0,1,7
91725b9f-f3c3-47ec-b44c-b77031d4e3f4,Knapp_2022_Coralmicrofragmentationassaysforopt.pdf,pdf,,knapp2022coralmicrofragmentationassaysforoptpdf,0,0,0,0,0,0,0,0,0
bbe15de7-09ee-4ad0-9a2a-2df56656cb81,Koizumi_1990_Nervenetformationintheprimitivener.pdf,pdf,,koizumi1990nervenetformationintheprimitivenerpdf,0,0,0,0,0,0,0,0,0
716978e8-7256-4c47-9ccf-35ff6c3ed3cc,Kokita_2001_Rapid_response_of_an_obligately_corallivorous_filefish_Oxym..._doi-10.1007-s003380100153.pdf,pdf,,kokita2001rapidresponseofanobligatelycorallivorousfilefishoxymdoi101007s003380100153pdf,1,0,1,0,0,0,0,1,7
3890323e-1092-4037-8fe9-b8b5249e31c3,Koop_2001_ENCORETheeffectofnutrientenrichmen.pdf,pdf,,koop2001encoretheeffectofnutrientenrichmenpdf,0,0,0,0,0,0,0,0,0
04e10b24-592e-4cf3-8f94-226c7904262d,Kramarsky-Winter_2000_Tissue_regeneration_in_the_coral_Fungia_granulosa_the_ef..._doi-10.1007-s002270000416.pdf,pdf,,kramarskywinter2000tissueregenerationinthecoralfungiagranulosatheefdoi101007s002270000416pdf,1,1,1,1,1,1,1,1,32
2a2bc7da-361f-48b9-ab06-1533fd2ff1b7,Lamb_2015_Protectedareasmitigatediseasesofree.pdf,pdf,,lamb2015protectedareasmitigatediseasesofreepdf,0,0,0,0,0,0,0,0,0
c7e440a6-1730-4e79-b102-1500d400e564,Layden_2016_TheriseofthestarletseaanemoneNema.pdf,pdf,,layden2016theriseofthestarletseaanemonenemapdf,0,0,0,0,0,0,0,0,0
40359446-8345-4a72-8169-af86ad3de9d6,Lenihan_2010_Response_of_Pocillopora_verrucosa_to_corallivory_varies_wi..._doi-10.3354-meps08595.pdf,pdf,,lenihan2010responseofpocilloporaverrucosatocorallivoryvarieswidoi103354meps08595pdf,1,1,1,1,1,1,1,1,30
a67392b0-7a7e-43ad-917d-94febf750c1a,Lenihan_2015_Hydrodynamics_influence_coral_performance_through_simultaneo..._doi-10.1890-14-1115.1.pdf,pdf,,lenihan2015hydrodynamicsinfluencecoralperformancethroughsimultaneodoi1018901411151pdf,1,1,1,1,0,1,1,1,29
cf0dfa52-c9e6-4d7f-9ae1-5970162a807f,Lester_1985_Effects_of_environment_on_regeneration_rate_of_tissue_lesion..._doi-10.3354-meps024183.pdf,pdf,,lester1985effectsofenvironmentonregenerationrateoftissuelesiondoi103354meps024183pdf,1,1,1,1,1,1,0,1,27
f4fefc50-aaa5-4724-8463-16f6f62dcb9f,Leuzinger_2012_Energy_allocation_in_a_reef_coral_under_varying_resource_ava..._doi-10.1007-s00227-011-1797-1.pdf,pdf,,leuzinger2012energyallocationinareefcoralundervaryingresourceavadoi101007s0022701117971pdf,1,0,1,0,0,0,0,1,7
bbeda1b0-0f29-4d5b-aca5-7a930eb1be76,Levanoni - 2021 - Coral Tissue Growth and Regeneration Conjoin the Advent of Adult Stem Cell-Like Cells.pdf,pdf,,levanoni2021coraltissuegrowthandregenerationconjointheadventofadultstemcelllikecellspdf,1,0,1,0,0,1,0,1,8
bf7c803e-e2d9-4ba0-9d47-d645896f4be4,Levanoni_2024_Coral_Tissue_Regeneration_and_Growth_Is_Associated_..._doi-10.3390-jmse12020343.pdf,pdf,,levanoni2024coraltissueregenerationandgrowthisassociateddoi103390jmse12020343pdf,1,0,1,0,0,1,0,1,7
3e7855b5-19c5-4a76-ad4a-706dd3eaa96e,Levy_2021_Astonycoralcellatlasilluminatesthe.pdf,pdf,,levy2021astonycoralcellatlasilluminatesthepdf,0,0,0,0,0,0,0,0,0
3fc19c55-7082-4042-a28b-2da6055bb0e6,Li_2022_PMC9426491.pdf,pdf,,li2022pmc9426491pdf,0,0,0,0,0,0,0,0,0
e1fe67b6-7beb-43ff-bb09-b0b2262e6d05,Lirman_2000_Fragmentation_in_the_branching_coral_Acropora_palmata_La..._doi-10.1016-s0022-0981_00_00205-7.pdf,pdf,,lirman2000fragmentationinthebranchingcoralacroporapalmataladoi101016s0022098100002057pdf,1,1,1,1,0,1,0,1,26
3764e810-0eb0-4d34-baca-2c5136c95bc8,Lirman_2000_Lesion_regeneration_in_the_branching_coral_Acropora_palmat..._doi-10.3354-meps197209.pdf,pdf,,lirman2000lesionregenerationinthebranchingcoralacroporapalmatdoi103354meps197209pdf,1,1,1,1,1,1,0,1,28
e4e7eb7d-e670-4f25-b0ae-939b9653b686,Lirman_2000a_FragmentationinthebranchingcoralAcropora.pdf,pdf,,lirman2000afragmentationinthebranchingcoralacroporapdf,0,0,0,0,0,0,0,0,0
d110a8f5-278e-4ba7-a502-32eb61aed5cb,Lirman_2010_Propagation_of_the_threatened_staghorn_coral_Acropora_cerv..._doi-10.1007-s00338-010-0621-6.pdf,pdf,,lirman2010propagationofthethreatenedstaghorncoralacroporacervdoi101007s0033801006216pdf,1,1,1,1,0,1,1,1,35
3077a17c-6c27-4f2e-9b9c-6efea0b17328,Lock_2022_Calcium_homeostasis_disruption_initiates_rapid_growth_after..._doi-10.1002-ece3.9345_2.pdf,pdf,,lock2022calciumhomeostasisdisruptioninitiatesrapidgrowthafterdoi101002ece393452pdf,1,0,1,0,0,1,0,1,9
d3d8c44a-eb30-458a-9f59-d93894d9305b,Lock_Quantifying_physiological_responses_to_physical_injury_in_P....pdf,pdf,,lockquantifyingphysiologicalresponsestophysicalinjuryinppdf,1,0,1,0,0,0,0,1,8
070cf5f2-ae03-4d99-8e1b-7e07f8428803,Loya_1976_Skeletal_regeneration_in_a_Red_Sea_scleractinian_coral_p..._doi-10.1038-261490a0.pdf,pdf,,loya1976skeletalregenerationinaredseascleractiniancoralpdoi101038261490a0pdf,1,1,1,1,1,1,1,1,32
5c6c00e3-37f3-4c72-83c3-e2694b39f338,Lozada-Misa_2015_ContrastingLesionDynamicsofWhiteSyn.pdf,pdf,,lozadamisa2015contrastinglesiondynamicsofwhitesynpdf,0,0,0,0,0,0,0,0,0
9189fc2a-add9-4066-aebe-ad7bfaa7973b,Luz_2018_A_polyp_from_nothing_The_extreme_regeneration_capacity_of..._doi-10.1016-j.jembe.2018.02.002.pdf,pdf,,luz2018apolypfromnothingtheextremeregenerationcapacityofdoi101016jjembe201802002pdf,1,0,1,0,0,0,0,1,8
6627c0f6-ee21-4eef-9651-e3312a7695dc,Luz_2021_High_regenerative_capacity_is_a_general_feature_within_colon..._doi-10.1002-jez.b.23021.pdf,pdf,,luz2021highregenerativecapacityisageneralfeaturewithincolondoi101002jezb23021pdf,1,0,1,0,0,0,0,1,7
66c25dd3-3ef3-4d36-9930-e9b3e852913d,Madeira_2022_Does_Predation_Exacerbate_the_Risk_of_Endosymbiont_..._doi-10.3389-fphys.2022.801672.pdf,pdf,,madeira2022doespredationexacerbatetheriskofendosymbiontdoi103389fphys2022801672pdf,1,0,1,0,0,1,0,1,8
9a245adb-106c-490c-947c-09299931b851,Maher_2019_Multiple_stressors_interact_primarily_through_antagonism_to..._doi-10.1038-s41598-019-43274-8.pdf,pdf,,maher2019multiplestressorsinteractprimarilythroughantagonismtodoi101038s41598019432748pdf,1,0,1,0,0,1,0,1,7
bff9a8c6-c6fb-47d7-a11c-21e8f98cf251,May_2023_AcuteturbidityexposureswithPortofM.pdf,pdf,,may2023acuteturbidityexposureswithportofmpdf,0,0,0,0,0,0,0,0,0
f79ab548-a51c-4f06-8fba-85e151ee2fe4,May_2023_AcuteturbidityexposureswithPortofM.pdf,pdf,,may2023acuteturbidityexposureswithportofmpdf,0,0,0,0,0,0,0,0,0
4c45e5d0-dd09-445b-b69a-426358f7d438,McClanahan_2005_Detrimentstopostbleachingrecoveryof.pdf,pdf,,mcclanahan2005detrimentstopostbleachingrecoveryofpdf,0,0,0,0,0,0,0,0,0
8e27a25d-578b-4ed1-9b10-03dfb3e3f115,McCook_2001_Competitionbetweencoralsandalgaeon.pdf,pdf,,mccook2001competitionbetweencoralsandalgaeonpdf,0,0,0,0,0,0,0,0,0
38c7b0f9-bb3c-44cb-807c-6a0fbfaccaa3,McKeon_2012_Multipledefendereffectssynergisticc.pdf,pdf,,mckeon2012multipledefendereffectssynergisticcpdf,0,0,0,0,0,0,0,0,0
7e6b8ae7-c64b-4655-a2c2-ee34c7d665b7,McKeon_2014_Speciesandsizediversityinprotective.pdf,pdf,,mckeon2014speciesandsizediversityinprotectivepdf,0,0,0,0,0,0,0,0,0
6b96575e-9bf7-46f2-a12e-73b565f46629,Meesters_1993_Effects_of_coral_bleaching_on_tissue_regeneration_potential..._doi-10.3354-meps096189.pdf,pdf,,meesters1993effectsofcoralbleachingontissueregenerationpotentialdoi103354meps096189pdf,1,1,1,1,1,1,0,1,27
c84ce087-58f5-4e19-a373-34f57299f6d0,Meesters_1994_Damage_and_regeneration_links_to_growth_in_the_reef-buildin..._doi-10.3354-meps112119.pdf,pdf,,meesters1994damageandregenerationlinkstogrowthinthereefbuildindoi103354meps112119pdf,1,1,1,1,1,1,1,1,38
398d01aa-1e0e-4c46-9989-8490ca8748d5,Meesters_1996_Partial_Mortality_in_Three_Species_of_Reef_-_Building....pdf,pdf,,meesters1996partialmortalityinthreespeciesofreefbuildingpdf,1,1,1,1,0,1,1,1,30
e957b976-8e47-418c-be44-723926e87225,Meszaros_1999_Qualitative_and_Quantitative_Study_of_Wound_Healing_..._doi-10.1006-jipa.1999.4851.pdf,pdf,,meszaros1999qualitativeandquantitativestudyofwoundhealingdoi101006jipa19994851pdf,1,0,1,0,0,0,0,1,7
e65daaf2-01ad-4563-a28b-a66f5fdcb84c,Middelburg_2015_Discoveryofsymbioticnitrogenfixation.pdf,pdf,,middelburg2015discoveryofsymbioticnitrogenfixationpdf,0,0,0,0,0,0,0,0,0
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,Miller_1998_Effects_of_fish_predation_and_seaweed_competition_on_the_sur..._doi-10.1007-s004420050373.pdf,pdf,,miller1998effectsoffishpredationandseaweedcompetitiononthesurdoi101007s004420050373pdf,1,1,1,1,0,1,1,1,29
b6319072-0fff-44d7-a73f-c56198dbaf0a,Minobe_1995_Nervecelldifferentiationinnervefree.pdf,pdf,,minobe1995nervecelldifferentiationinnervefreepdf,0,0,0,0,0,0,0,0,0
37c2de26-42d4-43c6-b54d-1b04e2412b74,Moriarty_2020_Coraldiseasecausesconsequencesand.pdf,pdf,,moriarty2020coraldiseasecausesconsequencesandpdf,0,0,0,0,0,0,0,0,0
9b64fdb5-d5c6-43d7-b48e-a5dc7bd89175,Moriarty_2020_Coraldiseasecausesconsequencesand.pdf,pdf,,moriarty2020coraldiseasecausesconsequencesandpdf,0,0,0,0,0,0,0,0,0
f7e0ecdc-9024-4b28-b70f-df766e905ccf,Morris_2019_Nutrientavailabilityandmetabolismaff.pdf,pdf,,morris2019nutrientavailabilityandmetabolismaffpdf,0,0,0,0,0,0,0,0,0
d09112aa-142c-46bf-bddf-1e2fd6d45003,Moses_2015_Coral_Regeneration_Assay_doi-10.1002-9781118828502.ch35.pdf,pdf,,moses2015coralregenerationassaydoi1010029781118828502ch35pdf,1,0,1,0,0,0,0,1,6
627e22a4-1167-42f8-b8eb-3ac84f37355a,Motta_1988_Functionalmorphologyofthefeedingapp.pdf,pdf,,motta1988functionalmorphologyofthefeedingapppdf,0,0,0,0,0,0,0,0,0
c9a7e412-6f2f-4baf-9cde-29e23e6aeeb0,Munk_Host_and_Symbiont_Physiology_During_Wound_Regenerat....pdf,pdf,,munkhostandsymbiontphysiologyduringwoundregeneratpdf,1,1,1,1,1,1,0,1,27
a2fbef01-3a0c-4f43-b22a-d4446d9c5159,Muscatine_1981_Estimatingthedailycontributionofcar.pdf,pdf,,muscatine1981estimatingthedailycontributionofcarpdf,0,0,0,0,0,0,0,0,0
0eaed7c4-422b-492b-8e91-e254ddb36bc7,Mydlarz_2006_Innateimmunityenvironmentaldrivers.pdf,pdf,,mydlarz2006innateimmunityenvironmentaldriverspdf,0,0,0,0,0,0,0,0,0
8c205a55-4093-46c5-a7c2-e356c8bf6a7c,Nagelkerken_1998_Differential_regeneration_of_artificial_lesions_among_sympat..._doi-10.3354-meps163279.pdf,pdf,,nagelkerken1998differentialregenerationofartificiallesionsamongsympatdoi103354meps163279pdf,1,1,1,1,1,1,1,1,32
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,Nagelkerken_1999_Depth-related_variation_in_regeneration_of_artificial_lesion..._doi-10.1016-s0022-0981_98_00147-6.pdf,pdf,,nagelkerken1999depthrelatedvariationinregenerationofartificiallesiondoi101016s0022098198001476pdf,1,1,1,1,1,1,1,1,32
bdb553fe-83dc-4741-927d-6eeef06009e3,Nalley_2023_Asystematicreviewandmetaanalysisof.pdf,pdf,,nalley2023asystematicreviewandmetaanalysisofpdf,0,0,0,0,0,0,0,0,0
9f560a14-a39a-4d71-8d68-9c14a4001c75,Nicolet_2018_Predation_scars_may_influence_host_susceptibility_to_pathoge..._doi-10.1038-s41598-018-23361-y.pdf,pdf,,nicolet2018predationscarsmayinfluencehostsusceptibilitytopathogedoi101038s4159801823361ypdf,1,1,1,1,0,1,1,1,29
d17e3c0b-32a1-4c10-94fa-7558d22f726e,Okubo_2008_Size-independent_investment_allocation_to_regeneration_and_g..._doi-10.3755-galaxea.10.83.pdf,pdf,,okubo2008sizeindependentinvestmentallocationtoregenerationandgdoi103755galaxea1083pdf,1,1,1,1,1,1,1,1,32
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,Oren_1997_Effect_of_lesion_size_and_shape_on_regeneration_of_the_Red_..._doi-10.3354-meps146101.pdf,pdf,,oren1997effectoflesionsizeandshapeonregenerationofthereddoi103354meps146101pdf,1,1,1,1,1,1,1,1,39
86b70912-c65a-4dfd-8cdc-211d14ecd270,Oren_1997_Oriented_intra-colonial_transport_of_14C_labeled_materials..._doi-10.3354-meps161117.pdf,pdf,,oren1997orientedintracolonialtransportof14clabeledmaterialsdoi103354meps161117pdf,1,0,1,0,0,1,0,1,8
dde2eb4e-630f-4dd2-a809-c749772d9523,Oren_1998_Prudent_sessile_feeding_by_the_corallivore_snail_Coralliop..._doi-10.1098-rspb.1998.0538.pdf,pdf,,oren1998prudentsessilefeedingbythecorallivoresnailcoralliopdoi101098rspb19980538pdf,1,0,1,0,0,1,0,1,9
a3b88246-eb7f-49ed-a997-67c6d36e9413,Oren_2001_Colony_Integration_during_Regeneration_in_the_Stony_C..._doi-10.2307-2680199.pdf,pdf,,oren2001colonyintegrationduringregenerationinthestonycdoi1023072680199pdf,1,1,1,1,1,1,1,1,38
1302629f-4be9-435d-92b2-b35f33f03b76,Ostendarp_2022_Completeandrapidregenerationoffragm.pdf,pdf,,ostendarp2022completeandrapidregenerationoffragmpdf,0,0,0,0,0,0,0,0,0
d7f996dc-c00b-423c-b424-965cd78f9d1b,Page_2008_Epidemiology_of_skeletal_eroding_band_on_the_Great_Barrie..._doi-10.1007-s00338-007-0317-8.pdf,pdf,,page2008epidemiologyofskeletalerodingbandonthegreatbarriedoi101007s0033800703178pdf,1,1,1,1,0,1,1,1,29
15949017-2650-4539-9e54-58f9fc4d35c1,Page_2018_Microfragmentingforthesuccessfulrest.pdf,pdf,,page2018microfragmentingforthesuccessfulrestpdf,0,0,0,0,0,0,0,0,0
3f852e08-6b2f-488b-9351-0f78b2ba41a5,Palacios_2014_Fish_corallivory_on_a_pocilloporid_reef_and_experimental_cor..._doi-10.1007-s00338-014-1173-y.pdf,pdf,,palacios2014fishcorallivoryonapocilloporidreefandexperimentalcordoi101007s003380141173ypdf,1,1,1,1,0,1,1,1,28
5d4d96e1-dde4-43e1-a2e4-26bd60a92ee1,Palmer_2008_Evidenceofaninflammatorylikerespons.pdf,pdf,,palmer2008evidenceofaninflammatorylikeresponspdf,0,0,0,0,0,0,0,0,0
2e735d26-55d4-4833-a8a9-56496e2d0d3c,Palmer_2011_Corals_Use_Similar_Immune_Cells_and_Wound_-_Healing..._doi-10.1371-journal.pone.0023992.pdf,pdf,,palmer2011coralsusesimilarimmunecellsandwoundhealingdoi101371journalpone0023992pdf,1,0,1,0,0,1,0,1,9
6c911a43-b636-4c06-8d61-365280606238,Papenfuss_1934_Reunitionofpiecesinhydrawithspeci.pdf,pdf,,papenfuss1934reunitionofpiecesinhydrawithspecipdf,0,0,0,0,0,0,0,0,0
b2fc2ce3-e11e-4453-a3be-0df3d15d5454,Paradis_2019_Compound_effects_of_thermal_stress_and_tissue_abrasion_on_ph..._doi-10.1016-j.jembe.2019.151222.pdf,pdf,,paradis2019compoundeffectsofthermalstressandtissueabrasiononphdoi101016jjembe2019151222pdf,1,0,1,0,0,1,0,1,8
b5e44ed3-b03e-46a9-be85-7cfc787b10a7,Pardy_1976_Growthofalgalsymbiontsinregeneratin.pdf,pdf,,pardy1976growthofalgalsymbiontsinregeneratinpdf,0,0,0,0,0,0,0,0,0
20eca010-2d04-481a-b2c1-67e7122f947d,Pastar_2021_Epigeneticregulationofcellularfuncti.pdf,pdf,,pastar2021epigeneticregulationofcellularfunctipdf,0,0,0,0,0,0,0,0,0
2e0d513b-2627-433e-a904-9467c1c841a7,Patterson_2002_EtiologyofwhitepoxAcroporapalmata.pdf,pdf,,patterson2002etiologyofwhitepoxacroporapalmatapdf,0,0,0,0,0,0,0,0,0
2eab453f-4b4d-4f55-9502-32cb410dbaad,Pavia_Jr_2019_Survival_and_Growth_of_Isolated_Polyps_of_Galaxea_fa..._doi-10.1111-jwas.12538.pdf,pdf,,paviajr2019survivalandgrowthofisolatedpolypsofgalaxeafadoi101111jwas12538pdf,1,0,1,0,0,0,0,1,8
6f750c49-3261-482c-ade2-373835f7cf40,Paz-Garcia_2006_Temporal_variation_in_the_regeneration_rate_of_artificial_le..._doi-10.7773-cm.v32i12.1027.pdf,pdf,,pazgarcia2006temporalvariationintheregenerationrateofartificialledoi107773cmv32i121027pdf,1,1,1,1,1,1,1,1,30
3271c040-83e7-441d-a849-32d03b19e593,Peixoto_2017_BeneficialmicroorganismsforcoralsBM.pdf,pdf,,peixoto2017beneficialmicroorganismsforcoralsbmpdf,0,0,0,0,0,0,0,0,0
