source_id,response_type,paper_title,local_relpath,priority_rank,extraction_readiness,existing_extraction_rows,analysis_ready_rows,blocking_extraction_rows,crop_proposals,crop_proposals_need_human_qa,concrete_digitized_data_files,pdf_text_candidate_rows,notebooklm_batch_id,notebooklm_validation_status,response_gate_status,next_action,blocking_summary
d4f87f68-6209-4973-bf99-fac310af5656,rate,Coral-Damsel-Wounding-Manuscript.pdf,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,2,needs_digitization,0,0,0,1,1,0,39,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
ec19aed9-6875-473a-accb-914b065e6e10,rate,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,2,needs_digitization,0,0,0,4,4,0,55,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
ec19aed9-6875-473a-accb-914b065e6e10,survival,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,2,needs_digitization,0,0,0,0,0,0,55,survival_01,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
034d4e10-aee2-4964-9c77-cb6f4174bd3e,rate,Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,literature/META_ANALYSIS_POOL/Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,2,needs_digitization,0,0,0,4,4,0,36,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
28b1e816-45f3-42fc-a2b0-0cfea52a0adc,rate,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf","literature/META_ANALYSIS_POOL/DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",2,needs_digitization,0,0,0,3,3,0,61,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
3d374a40-79d3-413b-99c2-670f9da97bef,growth,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",2,needs_digitization,0,0,0,2,2,0,46,growth_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
3d374a40-79d3-413b-99c2-670f9da97bef,rate,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",2,needs_digitization,0,0,0,2,2,0,46,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
3d374a40-79d3-413b-99c2-670f9da97bef,survival,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf","literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",2,needs_digitization,0,0,0,3,3,0,46,survival_01,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
c849a042-644e-4b4f-a530-33cfb800d9a9,growth,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,2,needs_digitization,0,0,0,5,5,0,23,growth_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
c849a042-644e-4b4f-a530-33cfb800d9a9,rate,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,2,needs_digitization,0,0,0,3,3,0,23,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
ad751939-b061-4323-9097-c1e7d2e9576f,rate,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2,needs_digitization,0,0,0,1,1,0,41,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
ad751939-b061-4323-9097-c1e7d2e9576f,survival,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,2,needs_digitization,0,0,0,0,0,0,41,survival_02,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
e2191f69-a271-4c74-be4c-ebe977248362,rate,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,2,needs_digitization,0,0,0,4,4,0,40,rate_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
b9536b7f-eb24-428a-8a9f-9750a74faa1f,rate,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,2,needs_digitization,1,0,1,3,3,0,35,rate_04,completed,extracted_values_need_provenance_or_qc,"Verify existing extracted rows against PDFs, record exact source evidence, and set qa_status only after independent QC.",page_missing=1 | qa_status_not_ready=1 | source_provenance_missing=1 | time_or_duration_missing=1
33b7b9b2-9041-454b-bba3-abfadd68029f,rate,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,2,needs_digitization,0,0,0,2,2,0,51,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
2b8676ad-34ad-450c-8649-095d5be68458,growth,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,2,needs_digitization,0,0,0,3,3,0,60,growth_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
2b8676ad-34ad-450c-8649-095d5be68458,rate,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,2,needs_digitization,0,0,0,4,4,0,60,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
2b8676ad-34ad-450c-8649-095d5be68458,reproduction,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,2,needs_digitization,2,0,2,3,3,0,60,reproduction_01,validated_existing_json,extracted_values_need_provenance_or_qc,"Verify existing extracted rows against PDFs, record exact source evidence, and set qa_status only after independent QC.",page_missing=2 | qa_status_not_ready=2 | source_provenance_missing=2
58b15640-3061-4ea9-a606-877701eef38c,growth,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",2,needs_digitization,0,0,0,4,4,0,56,growth_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
58b15640-3061-4ea9-a606-877701eef38c,rate,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf","literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",2,needs_digitization,0,0,0,1,1,0,56,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
5f4a560f-1449-4b1d-96ad-236a0da5fcb7,rate,Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,literature/META_ANALYSIS_POOL/Horwitz and Fine - 2014 - High CO2 detrimentally affects tissue regeneration of Red Sea corals.pdf,2,needs_digitization,0,0,0,2,2,0,65,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
4cc9b30b-9ed8-4123-82aa-2f182db391b7,growth,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,2,needs_digitization,0,0,0,1,1,0,45,growth_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
4cc9b30b-9ed8-4123-82aa-2f182db391b7,rate,Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,literature/META_ANALYSIS_POOL/Jayewardene - 2010 - Experimental determination of the cost of lesion healing on Porites compressa growth.pdf,2,needs_digitization,0,0,0,1,1,0,45,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
45fcfd8e-a2d2-4345-aec0-baeb03f883a4,growth,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,literature/META_ANALYSIS_POOL/Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,2,needs_digitization,0,0,0,0,0,0,22,growth_02,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
45fcfd8e-a2d2-4345-aec0-baeb03f883a4,survival,Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,literature/META_ANALYSIS_POOL/Jayewardene et al. - 2009 - Effects of frequent fish predation on corals in Hawaii.pdf,2,needs_digitization,0,0,0,1,1,0,22,survival_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
acf00158-0890-4388-9a0e-da9194664ef6,rate,Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,literature/META_ANALYSIS_POOL/Kaufman et al. - 2021 - Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervi.pdf,2,needs_digitization,0,0,0,1,1,0,30,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
04e10b24-592e-4cf3-8f94-226c7904262d,rate,Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,literature/META_ANALYSIS_POOL/Kramarsky-Winter and Loya - 2000 - Tissue regeneration in the coral Fungia granulosa  the effect of extrinsic and intrinsic factors.pdf,2,needs_digitization,0,0,0,2,2,0,37,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
40359446-8345-4a72-8169-af86ad3de9d6,growth,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,2,needs_digitization,0,0,0,3,3,0,51,growth_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
40359446-8345-4a72-8169-af86ad3de9d6,rate,Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,literature/META_ANALYSIS_POOL/Lenihan and Edmunds - 2010 - Response of Pocillopora verrucosa to corallivory varies with environmental conditions.pdf,2,needs_digitization,0,0,0,1,1,0,51,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
a67392b0-7a7e-43ad-917d-94febf750c1a,growth,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,2,needs_digitization,0,0,0,3,3,0,36,growth_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
a67392b0-7a7e-43ad-917d-94febf750c1a,survival,Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,literature/META_ANALYSIS_POOL/Lenihan et al. - 2015 - Hydrodynamics influence coral performance through simultaneous direct and indirect effects.pdf,2,needs_digitization,0,0,0,0,0,0,36,survival_02,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
d110a8f5-278e-4ba7-a502-32eb61aed5cb,growth,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,2,needs_digitization,1,0,1,2,2,0,18,growth_03,completed,extracted_values_need_provenance_or_qc,"Verify existing extracted rows against PDFs, record exact source evidence, and set qa_status only after independent QC.",page_missing=1 | qa_status_not_ready=1 | source_provenance_missing=1 | time_or_duration_missing=1
d110a8f5-278e-4ba7-a502-32eb61aed5cb,survival,Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,literature/META_ANALYSIS_POOL/Lirman et al. - 2010 - Propagation of the threatened staghorn coral Acropora cervicornis methods to minimize the impacts o.pdf,2,needs_digitization,0,0,0,1,1,0,18,survival_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
070cf5f2-ae03-4d99-8e1b-7e07f8428803,rate,Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,literature/META_ANALYSIS_POOL/Loya - 1976 - Skeletal regeneration in a Red Sea scleractinian coral population.pdf,2,needs_digitization,0,0,0,2,2,0,10,rate_04,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
f7335f31-f560-4d42-9f0d-52fdbec8ece6,rate,Meesters et al 1992 sedimentation and lesion position.pdf,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,2,needs_digitization,0,0,0,4,4,0,44,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
c84ce087-58f5-4e19-a373-34f57299f6d0,growth,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,2,needs_digitization,1,0,1,2,2,0,32,growth_03,completed,extracted_values_need_provenance_or_qc,"Verify existing extracted rows against PDFs, record exact source evidence, and set qa_status only after independent QC.",page_missing=1 | qa_status_not_ready=1 | source_provenance_missing=1 | time_or_duration_missing=1
c84ce087-58f5-4e19-a373-34f57299f6d0,rate,Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1994 - Damage and regeneration links to growth in the reef-building coral Montastrea annularis.pdf,2,needs_digitization,0,0,0,2,2,0,32,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
398d01aa-1e0e-4c46-9989-8490ca8748d5,survival,Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,literature/META_ANALYSIS_POOL/Meesters et al. - 1996 - Partial Mortality in Three Species of Reef-Building Corals and the Relation with Colony Morphology.pdf,2,needs_digitization,0,0,0,5,5,0,26,survival_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,growth,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,2,needs_digitization,0,0,0,1,1,0,24,growth_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
f46ad039-b2d6-4a0a-860d-98cf61f2a7de,survival,Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,literature/META_ANALYSIS_POOL/Miller and Hay - 1998 - Effects of fish predation and seaweed competition on the survival and growth of corals.pdf,2,needs_digitization,0,0,0,1,1,0,24,survival_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
8c205a55-4093-46c5-a7c2-e356c8bf6a7c,rate,Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,literature/META_ANALYSIS_POOL/Nagelkerken and Bak - 1998 - Differential regeneration of artificial lesions among sympatric morphs of the Caribbean corals Porit.pdf,2,needs_digitization,0,0,0,1,1,0,32,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
b2eaa7a6-c475-4f8e-bec2-2a52585da7c3,rate,Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,literature/META_ANALYSIS_POOL/Nagelkerken et al. - 1999 - Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites ast.pdf,2,needs_digitization,0,0,0,2,2,0,38,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
9f560a14-a39a-4d71-8d68-9c14a4001c75,survival,Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,literature/META_ANALYSIS_POOL/Nicolet et al. - 2018 - Predation scars may influence host susceptibility to pathogens evaluating the role of corallivores.pdf,2,needs_digitization,0,0,0,2,2,0,34,survival_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
d17e3c0b-32a1-4c10-94fa-7558d22f726e,growth,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,2,needs_digitization,0,0,0,2,2,0,14,growth_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
d17e3c0b-32a1-4c10-94fa-7558d22f726e,rate,Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,literature/META_ANALYSIS_POOL/Okubo - 2008 - Size-independent investment allocation to regeneration and growth of the branching coral Acropora mu.pdf,2,needs_digitization,0,0,0,0,0,0,14,rate_05,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
84a7b2a4-6982-4dce-a39a-2d4f07d0176b,rate,Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 1997 - Effect of lesion size and shape on regeneration of the Red Sea coral Favia favus.pdf,2,needs_digitization,1,0,1,2,2,0,31,rate_05,completed,extracted_values_need_provenance_or_qc,"Verify existing extracted rows against PDFs, record exact source evidence, and set qa_status only after independent QC.",page_missing=1 | qa_status_not_ready=1 | source_provenance_missing=1 | time_or_duration_missing=1
a3b88246-eb7f-49ed-a997-67c6d36e9413,rate,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,2,needs_digitization,0,0,0,2,2,0,42,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
a3b88246-eb7f-49ed-a997-67c6d36e9413,reproduction,Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,literature/META_ANALYSIS_POOL/Oren et al. - 2001 - Colony Integration during Regeneration in the Stony Coral Favia favus.pdf,2,needs_digitization,1,0,1,2,2,0,42,reproduction_01,validated_existing_json,extracted_values_need_provenance_or_qc,"Verify existing extracted rows against PDFs, record exact source evidence, and set qa_status only after independent QC.",page_missing=1 | qa_status_not_ready=1 | source_provenance_missing=1
d7f996dc-c00b-423c-b424-965cd78f9d1b,survival,Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,literature/META_ANALYSIS_POOL/Page and Willis - 2008 - Epidemiology of skeletal eroding band on the Great Barrier Reef and the role of injury in the initia.pdf,2,needs_digitization,0,0,0,1,1,0,45,survival_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
3f852e08-6b2f-488b-9351-0f78b2ba41a5,growth,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,2,needs_digitization,0,0,0,3,3,0,37,growth_03,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
3f852e08-6b2f-488b-9351-0f78b2ba41a5,survival,Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,literature/META_ANALYSIS_POOL/Palacios et al. - 2014 - Fish corallivory on a pocilloporid reef and experimental coral responses to predation.pdf,2,needs_digitization,0,0,0,0,0,0,37,survival_02,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
6f750c49-3261-482c-ade2-373835f7cf40,rate,Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,literature/META_ANALYSIS_POOL/Paz-García - 2006 - Temporal variation in the regeneration rate of artificial lesions in two morphotypes of Porites pana.pdf,2,needs_digitization,0,0,0,2,2,0,33,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
06ab1757-8fe9-4325-96ed-6f3106b325e4,growth,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,2,needs_digitization,0,0,0,0,0,0,32,growth_03,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
06ab1757-8fe9-4325-96ed-6f3106b325e4,survival,Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,literature/META_ANALYSIS_POOL/Raymundo et al. - 2016 - Effects of Coralliophila violacea on tissue loss in the scleractinian corals Porites spp. depend on.pdf,2,needs_digitization,0,0,0,2,2,0,32,survival_02,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
0ccdd954-1740-44d7-a2c6-6280125057b5,rate,Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,literature/META_ANALYSIS_POOL/Rice et al. - 2019 - Different nitrogen sources speed recovery from corallivory and uniquely alter the microbiome of a re.pdf,2,needs_digitization,0,0,0,2,2,0,48,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
002a60bc-55c8-4fdb-860a-1169fc99b2a8,rate,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,literature/META_ANALYSIS_POOL/Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,2,needs_digitization,0,0,0,1,1,0,58,rate_05,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
002a60bc-55c8-4fdb-860a-1169fc99b2a8,survival,Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,literature/META_ANALYSIS_POOL/Rice et al. - 2021 - Complex interactions with nutrients and sediment a.pdf,2,needs_digitization,2,0,2,1,1,0,58,survival_03,completed,extracted_values_need_provenance_or_qc,"Verify existing extracted rows against PDFs, record exact source evidence, and set qa_status only after independent QC.",page_missing=2 | qa_status_not_ready=2 | sample_size_missing=2 | source_provenance_missing=2
33d2bc0d-ec51-4225-a216-bf74b34fa89d,survival,Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,literature/META_ANALYSIS_POOL/Rotjan et al. - 2006 - Chronic parrotfish grazing impedes coral recovery after bleaching.pdf,2,needs_digitization,0,0,0,0,0,0,48,survival_03,completed,extract_from_pdf_text_or_table_candidates,Use PDF text candidates and NotebookLM validation to extract source-verified rows.,
6da70b1c-7428-4a76-904c-b69d981f2824,rate,Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,literature/META_ANALYSIS_POOL/Sabine et al. - 2015 - Environmental conditions influence tissue regeneration rates in scleractinian corals.pdf,2,needs_digitization,0,0,0,3,3,0,65,rate_06,completed,crop_proposals_need_human_qa_and_digitization,"Review proposed crop boxes, set panel labels, create final clips, digitize/transcribe data CSVs, then extract rows.",
